122222222222223 . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 122222222222222223
455555555555556 . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . C . . . . . . . . . . . . . . . . . . . . . . . . . . 455555555555555556
455555555555556 . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 455555555555555556
455555555555556 . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 455555555555555556
455555555555556 . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 455555555555555556
455555555555556 . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . C . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . C . 455555555555555556
455555555555556 . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . ! . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 455555555555555556
455555555555556 C . . . . . . . . . . . . . . . . c c c c c s . . . . . . . . . . . . . . . . . . . . . . g . 1 2 2 2 2 2 3 . . . . . . . . . . . . s . s . s . g . c c c c g T . . . . 455555555555555556
455555555555556 . . . . . . . . . . . . . . . . . 0 0 0 0 0 0 . . . . . . . . . . . . . . . . . . . . s . 0 . 4 5 5 5 5 5 6 . . . . . . . . c 1 3 . 0 . 0 . 0 . 0 . 1 2 2 2 2 2 2 2 2 2 555555555555555556
455555555555556 . . . . . . . . . . . . . 1 3 . . . . . . . . . . . . . . . . . . . . . . . . . . s . 0 . . . 4 5 8 8 8 8 9 . . . . . . . c 1 5 6 . 0 . 0 . 0 . 0 . 4 5 5 5 5 5 5 5 5 5 555555555555555556
455555555555556 . P . . . . . . . . . . 1 5 6 . . . . . . . . . . . . . . . . . . . . . . . . s . 0 . . . . . 4 5 c c . . . . . . . . . c 1 5 5 6 . 0 . 0 . 0 . 0 . 4 5 5 5 5 5 5 5 5 5 555555555555555556
455555555555556 . . . . 0 c c c s . . 1 5 5 6 . . . . . . . . . 0 g g 0 . . . . . . . . . . . 0 . . . . . . . 4 5 c c . . . . . . . . . 1 5 5 5 6 ^ 0 ^ 0 ^ 0 ^ 0 ^ 4 5 5 5 5 5 5 5 5 5 555555555555555556
455555555555555 2 2 2 2 2 2 2 2 2 2 2 5 5 5 6 . . 1 2 2 2 2 2 2 2 2 2 2 2 2 2 3 . . 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2	555555555555555556
455555555555555 5 5 5 5 5 5 5 5 5 5 5 5 5 5 6 . . 4 5 5 5 5 5 5 5 5 5 5 5 5 5 6 . . 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5	555555555555555556
455555555555555 5 5 5 5 5 5 5 5 5 5 5 5 5 5 6 . . 4 5 5 5 5 5 5 5 5 5 5 5 5 5 6 . . 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5	555555555555555556
455555555555555 5 5 5 5 5 5 5 5 5 5 5 5 5 5 6 . . 4 5 5 5 5 5 5 5 5 5 5 5 5 5 6 . . 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5	555555555555555556
455555555555555 5 5 5 5 5 5 5 5 5 5 5 5 5 5 6 ^ ^ 4 5 5 5 5 5 5 5 5 5 5 5 5 5 6 ^ ^ 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5	555555555555555556
455555555555555 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 2 2 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 2 2 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5	555555555555555556
455555555555555 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5	555555555555555556
455555555555555 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5	555555555555555556
455555555555555 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5	555555555555555556
455555555555555 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5	555555555555555556
